,country,city,state,relocation,profile0,interest_frontend,interest_fullstack,interest_ux,interest_business,interest_operations,JavaScript,HTML,CSS,NoSQL,Non-relational Databases,React / Redux,Angular,Server-side JavaScript,Agile Methodology,Trend Analysis,Java,Python,Sketch,Figma,Animation Software,Machine Learning,Alteryx,Tableu,R,profile1,profile2,profile3,profile4,profile5,education,field_of_study,prior_employment,work_exp,work_exp_relevant,last_job,verbal_skills,work_auth,work_auth_sponsorship,level,scheduling,relocate_dallas,relocate_new_york,schedule_full,schedule_part,level_intern,level_short,level_long
66,US,Portland,Oregon,"Dallas, TX",,0,0,0,5,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,The climate change project I was a part of took a look at the current state of the US water Security using data.,Microsoft suite,I would say my experience working on my Master's thesis was the state of my passion for data-driven decisions. Every new batch of samples were created using data and analysis from the previous batch.,My biggest value is my desire to learn and to continue to improve. If there is a skillset I am lacking for a particular job I will work hard to gain that skill.,I would like a workplace that has high expectations but is willing to accept a small amount of failure. Constantly pushing the limits but understanding not everything will always go smoothly is the recipe for innovation.,4,Material Science and Engineering,True,2,0,"The goal of the project was to help determine if fraud occurred in our nation's voting process. I played a role in all the stages from collecting the voting data from individual states, munging or processing the data, testing it, and then finally uploading it to a server for the public to see.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",1.0,0.0,True,True,True,True,True
67,US,Orlando,Florida,"New York City, NY",,5,5,0,0,0,2,3,3,2,2,3,1,2,1,1,0,2,3,0,0,0,0,0,0,"The Channel project, which is an RSS reader app, has been particularly challenging but super interesting. Figuring out how to write the logic with React.js to be able to subscribe to feeds and keeping track of read feeds was very satisfying to me. This is still an ongoing project for me.","VsCode, Webstorm, PhotoShop, Illustrator, InDesign",Making my first couple of websites when I started learning HTML and CSS made me fall in love with web development. Seeing that with just some HTML tags and some CSS rules you could make something truly unique. Once I started learning JavaScript I was hooked.,"I bring to a company tons of work experiences from different work environments, which makes me adapt and learn quickly. As a Web Developer, having a degree in Design makes me more aware of the end-user.","Having respect, empathy, and open communication with your team. If those 3 values exist in a company, any other problem that arises within a team are easy to solve.",3,Graphic Design specializing in Interactive Design,True,4,0,Taking photos of guest interactions with Dolphins. Assist and average 50 guests with their photo purchases while providing excellent customer service to ensure their experience is satisfactory.,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
68,US,New York City,New York,"New York City, NY",,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"During my internship at a fintech startup as a full stack engineer, I learned that I loved working across the entire stack. While I was mostly writing backend code in Node, I would take time to study the companies React application because I was just as interested to learn about frontend development.","I am very focused and detail-oriented. I know how to work with others as well as take responsibility for my own work. I love problem solving, thinking outside the box,  and continuously learning new things.",I would thrive in a workplace that is collaborative and accepting of the different ways in which people think. The ideal workplace would also foster individual growth through continuous learning and mentorship.,4,Computer Science,True,0,0,"- Designed and developed an iOS application, using Figma and UIKit, to provide professional development resources to users. Implemented back-end using Flask, PostgreSQL, and Docker.
- Implemented landing page using Gatsby.js and Styled-components to gain traction and get user sign-ups. Deployed ​poweryoutheapp.com​ to Netlify, leveraging its serverless functions feature to integrate with MailChimp and Sendgrid. Tracked advertising conversions using Facebook Pixel and Google Tag Manager. Successfully gathered 200+ email sign ups.",2,True,False,"Paid internships, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,False,True
69,US,New York City,New York,"New York City, NY",,5,5,4,4,0,2,2,2,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,"MERN - MongoDB, ExpressJS, NodeJS, ReactJS, React-Bootstrap, Passport. This project is meant to serve as a site for jazz fans to find the non-mainstream jazz events. Users are able to filter events by date and by artist, they are also able to create their own accounts and bookmark these events.","Microsoft Excel, JIRA, Lucid chart, Kanban board, Trello","From a young age, I've been passionate about math and logic based subjects. The most I enjoyed solfeggio, geometry, algebra, always curious about learning and researching something new.","If you need a proactive, motivated professional with great personality I am your candidate to go for. Having agile mindset, ability to learn new quickly and persistence in achieving best results possible I will be a great asset to a company looking for high performers. I can work successfully both independently and in teams, always treating any person with respect and dignity.","I can thrive in a company that aims to shape the future of the Internet by creating unprecedented value and opportunity for  customers, employees, and ecosystems on our Earth.",4,CS,True,4,0,"Improved the process of completing forms for Workers Compensation Board of IME reports in cases: WC, Liability, No Fault. Billing, with which was able to conduct new projects. Implemented new calendar procedure for testimonies collaborative with doctors, internal staff and clients. Serving Notary public License for IMEs, peer reports, affidavits.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,True,True
70,US,Lake Jackson,Texas,"New York City, NY",,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"I have always enjoyed helping people along with teaching and sharing knowledge. Creating new things, working on projects, and bringing them to life is something I have always been passionate about.","I am a creative problem solver, I like to think outside the box and find the best solution I can to any problem that arises.",I love to work in group environments building meaningful things that provide a positive impact on the role they play. A team of inclusion able to work together and brainstorm to create the most viable products through open sharing of ideas.,2,,True,4,0,I performed preventative inspections in oil gas and chemical plants. Providing my knowledge and expertise to keep the operations running with minimal downtime. Finding any issues that needed to be addressed before they became a problem,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,True,True
71,US,San Francisco,California,"New York City, NY","Reading, short story writing, tennis, skiing, cooking",4,4,5,4,0,2,2,2,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,"I have a strong understanding of MySQL, NoSQL, HTML, CSS, and Javascript that I developed while becoming a full-stack engineer, as well as core competencies such as critical problem solving by using all sources available and troubleshooting. During training, I took on leadership positions, for example when working on teams I was tasked with decision making and execution of daily milestones. I was able to keep my team motivated and ultimately we succeeded and were scored in the top 5% of the cohort’s first-team project which was an application that calculated the distance of from user imputed locations matrices and render a second page with a dynamic map and listing of properties from the Zillow API.","Technical Skills: JavaScript, HTML5, CSS, JSON, Node.js, ES6, Express, React, Sequelize, Basic UX/UI design, Bootstrap, Server-side APIs, Heroku, MySQL, Microsoft Programs, Lacert, QuickBooks 
Core Competencies: Adaptability, teaching, excellent writing skills, strong communication, leadership, and conflict resolution",,,,4,Business,True,1,0,"Tax Accountant 
Sutton Financial Services  February 2019 - April 2020
Streamlined 6 years of a client's real estate income & expenses resulting in thousands of dollars saved.
Boosted tax return completion rate by 30% by organizing individual, corporate and trust returns separately.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
72,US,Nashville,Tennessee,"Dallas, TX",,5,5,4,0,0,3,3,3,2,2,3,0,3,2,0,0,2,0,0,0,0,0,0,0,"I developed a workout PWA that I use almost daily for tracking exercises and growth. It is a React app backed by a MySQL database and deployed via Heroku. I enjoy doing data visualization, formatting data into useable objects/arrays, and working with APIs the most when I am developing. I am currently working on a predictive algorithm to estimate how much weight a person should increase each workout by using their historical data and growth patterns.","Outlook, Excel, Teams, Word, Laboratory Information Management Software, Slack",I have always enjoyed strategy games that required analytical and detailed thought processes. I found my way into a Lead Molecular Biologist role and discovered that the job doesn't have enough challenges for me as I would like. I tinkered with Python and Swift and made a couple basic iPhone apps before enrolling at Vanderbilts Full Stack Web Development bootcamp. I discovered that I thoroughly enjoyed Full Stack Development and have a number of personal projects under way for my friends and I.,"I am a diligent worker and a great trainer. I go out of my way to learn the hows and the whys behind procedures, and don't mind working extra on something I am invested in. I have historically always been placed into a training position by former employers and I am honestly happy to be of help to anyone I can.","I think that the best workplaces give their employees autonomy to make the correct decisions, and step in to help when requested. The best employers give that level of respect to their employees and it is typically reciprocated.",4,Biology,True,3,0,"Led a team of 50+
Coordinated workflows between departments
Led method development for Covid-19 extraction workflow
Troubleshot and fixed automated extraction instrumentation and software",2,True,False,"Permanent / Long-term work, Paid internships","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",1.0,0.0,True,True,True,False,True
73,US,York,Pennsylvania,"New York City, NY",Back End Developer and Software Developer,3,5,0,0,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Tech Stop N Shop Enhancement where I worked on connecting the back-end to the front-end. This site is one of the three shown on my Github pinned repos.,,My background is in mechanical engineering.  I worked in that field for 10 years and the part I liked most about the job was my work on writing code for macros to post process simulation data. This is one of the main reasons I decided to pursue a career  in web development.,"I have been told I am easy to work with and get along with.  Although I consider myself an introvert, I do enjoy working with people where there is mutual respect.  My former adviser from Penn State has also mentioned that I am the hardest worker he has ever worked with. I think I also bring an easy-going attitude to the work place.",I prefer a quite atmosphere with occasional meetings in a friendly and easy-going environment where tasks are reviewed and new ideas can be presented that facilitate moving the project forward. I also prefer to work with an encouraging team that works together and where relationships are valued in addition to productivity goals.,4,Mechanical Engineering,True,3,0,I worked on a thermal/fluid simulation for a military application and a thermal/structural simulation for a space vehicle application. I also reviewed the new version of the  ASME BPVC to determine whether any existing designs were impacted.,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
74,US,Sacramento,California,"New York City, NY","Web Development, Software Engineering",5,0,0,0,0,2,2,2,2,0,2,0,2,3,3,0,0,0,0,0,2,0,2,2,"My UFOs project required me to create a website using JavaScript, HTML, and CSS for the purpose of being able to filter a database containing reports of UFO sightings by city, state, and country.","Microsoft Office, Python, Azure DevOps, AWS, JSON, APIs",,,,4,Economics and Technology Management,True,3,1,"• Created specific training and project deliverable content for new desktop applications as well as for their online portal while consulting with various user clients, product owners, and scrum masters to understand content needs. 
• Assisted with documenting project proposal content for business stakeholders and testing various environments of the online portal implementation using Azure Devops while maintaining the agile methodology. 
• Functioned a project management role by updating Weekly Status Reports and the Weekly Traceability Matrix using Microsoft Excel and Azure Devops as well as relevant information from daily scrum, clients, Jira, and SharePoint.",2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,True,True
75,US,Atlanta,Georgia,"Dallas, TX",,5,5,0,0,0,3,3,3,3,3,2,0,3,3,0,1,0,0,0,0,0,0,0,0,,,"My previous experience in Computer Software and programming inspired me to pursue a Certificate in Full Stack Web Development from Georgia Tech coding program. I am a passionate individual with the extreme motivation to succeed and leverage my skills as part of a quality-driven team that develops better web-based experiences.I specialize in helping companies to build clean semantic, accessible UI and develop component-based and responsive web applications and that is what I have passionate about","I have the perfect combination of skills and experience in web technologies. I also bring rich experience of strong analytical and problem-solving skills that I have gained while working with other companies, And I believe My dedication to excellent work standards will add value to the team and the company.","I am looking for a company that I could value, that I could produce a positive return on investment for, where I could join a strong Team and Sharing my expertise in web technologies with others.",3,Computer,True,2,2,"I enjoyed the three years I worked in Dade Gostar Abidar company and during that time out I learn a lot, and I met some amazing people, but I had the opportunity to move to the united state and that is why I left my job. Now I am looking for new opportunities to take me back to my own path career.",1,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",1.0,0.0,True,True,True,True,True
76,US,Chicago,Illinois,I'm Not Sure,,5,5,4,0,0,3,3,3,3,3,3,0,3,3,0,0,2,0,0,0,2,0,0,0,,"Microsoft office, Jira, Jaws for ADA, Postman,",,,,2,,True,1,0,Your description here!,2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),0.5,0.5,True,False,True,True,True
77,US,New York City,New York,"New York City, NY","Video editing, sound/podcast editing, design, video production",2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Produced videos for Princeton University Communications from concept to interviews to filming to editing and distribution. Almost 10 years experience.,"Adobe Premiere, After Effects, Photoshop, Audition, for building closed captions, I used Text Wrangler.","Since I was young, I have always been fascinated with transformation. From the time as a child performing as a magician, to today when I produce a video. Every career move was based in turning something into something else. When in high school, I would learn basic coding from copying game code from the computer magazines and I could see how if I changed a color code or a size how it affected the final product. For college, and beyond, I always chose something that combined art and science.","I am a creative problem solver. I approach from an unexpected angle. This also is how I approach research and I usually not only always find an answer, but help develop questions that should be asked in finding the solutions and I find patterns. This has come in handy, for instance with genealogy research which I also love. Bringing creativity into projects is also a skill I can provide. Finding the joy in ordinary objects and subjects is what I love to do. I find passion that is overlooked.","A place of trust that puts judgment aside. Working with people who are doing their best brings out my best. Adapting and creating new ideas and solutions is a workplace that I would like to work in. One that values input no matter the hierarchy; Listening, not delegating; Asking and connecting, not telling.",4,Visual Culture,True,4,4,"During the pandemic, I have auditioned to be part of a neuro-diverse acting troupe called Epic Players in NYC. I was cast in 3 shows as a paid actor and singer, but also got paid to edit videos and design costumes for them.",2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
78,US,Detroit,Michigan,"Dallas, TX",,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,"In my internship at A123 I was a quality engineer performing tests on batteries to identify the root cause of leakages. Through testing and data analytics Using Excel I was able to increase quality of materials by ~30%. I want to continue to use data analytics to increase success metrics, improve quality, and reduce costs.","Excel, Matlab, R, C++, CAD, Minitab","Ever since I was little I have always loved math and science. I took advanced chemistry, math, and physics courses throughout my academic career and knew I wanted to turn it into a career one day. I decided to pursue material science engineering since it combined my love of chemistry and mathematics. In lab environments and internships I realized how much I loved the analytical side and using data to drive decision making.","I am not afraid to try new things. I will jump into any task you give me, as seen in my resume. As an undergrad I was given opportunities to step outside my major and work as a quality engineer, hardware engineer, teaching assistant and engineer camp advisor. My background in material science helped me develop the ability to problem solve, but throughout my career I had to learn new industries, electrical engineering material, new software, and the ability to present to large groups.",I love working with a team to solve problems. I have always been good at collaborating with people from diverse backgrounds to solve problems. I am a team player and believe working together helps solving tough challenges.,4,Material Science Engineering,True,2,1,"• Led office hours and assisted in lecture to advance student learning
• Graded and provided constructive feedback on exams and writing assignments",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",1.0,0.0,True,True,True,True,True
79,US,Washington,District of Columbia,"New York City, NY",,0,5,0,0,0,1,1,1,1,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,I built a REST API with Django and a J2EE bookstore application.,"C/C++, Shell, SQL",I first started coding in college and enjoyed it ever since. The ability to create a working product from an idea is what draws me to software engineering.,I will bring a strong work ethic as well as a passion for learning new technologies. I would consider myself to be a fast learner in the right environment.,"I do well in an environment that is supportive of entry-level engineers. With that said, I have no issue learning any new languages/frameworks needed for the position.",4,Applied Mathematics,True,0,0,#NAME?,2,True,False,"Paid internships, Permanent / Long-term work, Contract work / Short-term work",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,True,True
80,US,Chicago,Illinois,"New York City, NY","Data Science, Machine Learning",0,0,0,5,5,0,2,0,2,3,0,0,0,0,3,2,3,0,0,0,2,0,3,3,"For my last summer internship at Allstate, I was independently working on a financial forecasting project in R for 8 services lines with an $800M budget. I used historical data from the past 5 years and tried different statistical models. Used statistical metrics (e.g., AIC, BIC) and sampling techniques like cross-validation and to select the most predictive variables. The best performing model was time-series linear model, which improved forecast accuracy by 1~2% from the original forecast model in Excel. I worked independently from start to finish. From pulling the data, data cleaning, data transformation, and building the model. I communicated regularly with the financial analysts from each service line to learn about what are the important features of the model. In the end, I presented the model to non-technical subject matter experts in the finance department. The finance department was impressed by the project, and now the analysts use it as a tool to validate their forecast. I produced a tableau dashboard for visualization and keep documentation for future reference.","SQL, Python, R",,,,4,Data Science Computational Methods,True,1,0,"• Maintained and cross-validated financial forecasting in R through time-series analysis on department specific
expenses ensuring success of key strategic investments and business transformation in support of the enterprise
• Improved R forecast accuracy by 1~2% for the year 2019 and 2020 by leveraging machine learning models like
ARIMA and TSLM for 8 service areas with $800M budget
• Developed Tableau visualizations using data from SAP to validate internal processes to perform in-depth analysis and
communication of financial results for delivering insights and opportunities to achieve budget commitments",2,False,True,"Paid internships, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,False,True
81,US,Philadelphia,Pennsylvania,"Dallas, TX",,0,0,4,5,5,0,2,0,0,2,0,0,0,3,2,2,3,0,0,2,3,2,2,0,"I have worked on multiple technologies; taking them from data analysis to patent to product. I have always enjoyed solving big problems computationally and then creating impactful technology from the solutions. One example is when I created a blister-proof sock, designed it, and obtained a patent for it.","Excel, Python, MATLAB, Data Visualisation.",,,,4,Physics,True,2,2,"• Leading R&D of proprietary quantum computing applications in cybersecurity of distributed ledgers
• Presented directly to the CEO and COO on breakthroughs and built relationships cross-functionally",2,True,False,"Unpaid internships, Paid internships, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",1.0,0.0,True,True,True,False,True
82,US,Stanhope,New Jersey,"New York City, NY",,4,5,3,4,0,3,3,3,0,2,2,0,3,3,0,3,3,0,0,3,0,0,0,0,Paintwithbobross.com was inspired by me and my girlfriend wanting to follow along but we did not have every color available. I made that website which allows you to select what colors you have and it brings up a list of paintins you can follow along with.,"Excel, javascript, html, python etc... See resume for more details","Ever since I was young, I have been fascinated by computers. I built my first website using simple html when I was 9, and then 3 years later saved up enough money as well as researched all I needed to know to build my own computer. Today, I am still fascinated by how computers work and how easily they can automate tasks.","I believe I have a lot of experience in the field as a full stack developer. My skills with javascript, are versatile and can be used for improving the front end or the back end. I am familiar with many frameworks such as express and ionic. I am also very motivated to create quality work for the client to see. I am a hard worker and I don't let little set backs bother me.","Any company that cares about it's employee I and treats them well, I value at a very high level. Even working as a busboy as a teenager for a local restaurant, the owner would personally thank me for my work at the end of every day and I knew he was sincere and made me want to keep working for him.",4,Computer science,True,3,2,Arranged tasks into Gantt chart and assigned tasks to team members. Assisted team members with some tasks and keeping on track to meet our deadlines.,2,True,False,"Paid internships, Permanent / Long-term work, Contract work / Short-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,True,True
83,US,New York City,New York,I'm Not Sure,"UX Researcher, Information Architect",3,0,4,3,3,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"My thesis project in graduate school was a prototype of an app designed to help people improve their eye muscle coordination. My childhood education was good in many ways, but I always dreamed of the special ed school system getting better by keeping up with the latest technology. I believe that in more recent years that dream has begun to come true. As I was studying different types of Digital Media at NYU, I realized how much I wanted to be ap part of that dream. So I came up with an idea for a software program called Cardcercize that I hoped would help people read better and strengthen their eyes.",,,,,4,Integrated Digital Media,True,3,3,"I assisted a divorce mediation company with keeping track of their clients and mailing list. This involved entering names, addresses, phone numbers, and e-mail addresses into excel spreadsheets.",1,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work",Part-time (less than 40 hours per week),0.5,0.5,False,True,True,True,True
84,AE,Abu Dhabi,,"New York City, NY",,5,5,5,0,0,2,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,"I have dedicated my last academic year to developing software and designing User Interface and Experience projects:

- “Dos” is a mobile application that supports people with disabilities in navigating local facilities (SocialHackNQZ 2020) - JavaScript/HTML/CSS, Figma.

- “Nitaq” is a mobile and web application that supports teachers and students with limited internet access to avoid educational disruptions and helps students stay engaged with a gamified approach (Audience Award - NYU Abu Dhabi Hackathon for Social Good) - JavaScript/HTML/CSS, Figma.

- “Fight-or-Flight” is a virtual reality application designed and implemented with Unity3D and C# technologies. This virtual environment helps patients overcome different phobias in their medical treatments.",,"I began exploring the field of Computer Science and technology during my first year at New York University. I remember a moment when participating in my first hackathon and working on the front-end of an educational platform, realizing: ""WOW! So THIS is what I can do with technology?!"" Ever since, I decided to be the one who creates technology solutions that bring people together and makes digital spaces more accessible for everyone.","My neurodiversity allowed me to develop self-awareness and a better understanding of my thought process, all of which help me in having transparent conversations with my friends and colleagues. While not losing the greater picture in mind, I like to focus on details and bring visual storytelling whenever applicable. My experience in graphic design, digital marketing, and engineering made me a fast learner and enabled me to have a greater perspective in different workplace environments.","I see myself being a part of technology companies with a strong diversity and inclusion mission. From embracing individual experiences to fostering a sense of community and belonging, these companies not only create human-centered workspaces but also drive innovation — and this is how I see my dream workspace, a place where I can be myself and push myself as a professional.",4,Interactive Media (Human-Computer Interaction),True,1,0,Finished creative coding projects and created social media visualizations in Java and Processing (approx. 1800 lines of code). Undertook weekly quiz preparation in Python (approx. 500 lines of code) targeted to high school girls.,1,False,True,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work",Part-time (less than 40 hours per week),0.0,1.0,False,True,True,True,True
85,US,Washington,District of Columbia,"New York City, NY",,0,0,5,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"I created a grocery store design project with the goal to create features that would improve the entire shopping experience, starting at home to in-store. For example, when having trouble finding an item in-store, the shopper could search for the product and instantly know the main product details, which number aisle it's in, and be displayed a ""You are here"" map showing where the item is in relation. 

Please see this URL for the grocery store project: 
https://www.sketch.com/s/e620d2e4-89a3-4b0d-96fe-d012b31259d3

There's also a third project (NY Times) which link can be opened from my resume.",,"My entire life I have been captivated and enthralled by technology. At Savannah College of Art and Design, I was a part of the UX Club where weekly gatherings were spent talking about how seemingly minor changes could have such a large impact on customers experiences. This is where I confirmed my interest in UX and started to learn in more detail about the major and industry.","I am a team-player, have a positive attitude and open-mindset, and want to continue developing my skills while working with others.","An ideal workplace for me is one that has integrity, collaboration, and a worthy mission.",2,,True,0,0,"I listened to customers’ athletic needs and preferences, balanced their criteria with my knowledge, then advised which products would fit best. Having customers return, thank, and ask for  more suggestions for other products was the most satisfying part. Additionally, the owner incorporated my ideas that improved the UX in-store and UI online, which led to an increase in overall sales.",2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
86,US,Salt Lake City,Utah,"Dallas, TX",,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,"A current project, like a handful of others I've completed both in school and in freelance, place me in a position of translating written information (e.g. character descriptions, worlds, locations, scenes, and events) within a book and creating the visuals. Through phases of editing and continued feedback from my clients we develop full character designs and the visuals needed to accompany their books.",,It started with the simple interest in gaming and the use of a platform that engaged a non traditional route of storytelling. Being able to bring ideas and concepts to life visually; especially becoming the bridge to make it happen for those stories without the technical art skills. My passion stems from being able to be those building stones towards development in a final project; seeing just how many ideas can be presented through the editing process on the road to production.,"I enjoy working with people equally as much as I enjoy problem solving on my own. My strongest trait in the room most times is my empathy. It allows me to learn how to work with the people around me and create an environment where all of us can progress together. I'm creative, understand the value of hard work, and have an eagerness to learn new things.","Community. A place that is inclusive and willing to work as hard as its employees in achieving success. Fundamentally I thrive in a workplace that is willing to help me be my best so I can give my best. From my teams, my leaders, and fellow employees.",4,Fine Art,True,4,0,"Ran business errands, delivering of products, paper work, office care and cleaning, restock of salon and cleaning. Watched and cared for the home of my employer including daily house chores and errands.",1,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,True,True
87,US,New Britain,Connecticut,"Dallas, TX",Computing Security,0,5,0,0,4,3,3,2,0,2,0,3,0,3,0,3,3,0,0,0,0,0,0,2,"Building a credit report ordering system, securely storing data, and developing a secure API for front-end application to consume and display the data on-the-fly.",,,,"My ideal workplace will value respecting inputs from people from all walks of life through inclusivity. An ideal workplace would also offer unlimited career potential through actively investing in its employees. I consider funding continuing education, easing career transition within the company, and rewarding exceptional performance to all be hallmarks of an ideal workplace.",4,Computer Science,True,3,3,"Java Development, Python Development",2,True,False,"Permanent / Long-term work, Paid internships, Contract work / Short-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,True,True
88,US,New York City,New York,"New York City, NY",IT Support,3,0,5,0,0,1,2,1,0,0,0,1,1,1,0,2,1,1,0,2,0,0,0,0,Creating images for popular streamers,,,,,4,Computer Science,True,2,0,"Consistently conversing with customers, managed checkout at the register, stocked shelves with inventory, delivered groceries to customers vehicles, helped with online orders, cleaned store after closing",2,True,False,"Paid internships, Permanent / Long-term work",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,False,True
89,US,New York City,New York,Other,"Client Services Associate, Customer Success Manager",0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,These projects illustrate the data analytical skills I obtained a General Assembly.  These were projects that are examples of my advanced skills in both SQL and Tableau.  These two examples demonstrate my interest and skill to pursue an analytical roles or customer success roles.,,"From a young age, I recognized that empathy and service to others were important traits to display. My first passion is helping people and customers with solutions to ensure happiness and comfort. Whether providing product recommendations or making sure a last-minute prescription order arrives on time, I find solutions that prioritize the customer experience.","I excel at working on a team. As part of a four-person department, I am accustomed to wearing several hats. On a daily basis, I juggle competing responsibilities while accommodating time-sensitive requests and quickly adjusting to shifting priorities.","My ideal workplace values quality (with respect to product and customer experience), honesty, and respect. I am motivated by working with a team toward a common outcome of which all members are proud.",4,History,True,3,2,"• Provide customer service via telephone and email to create positive, supportive client shopping experience, including responding to inquiries, processing orders, making product recommendations, and troubleshooting issues 
• Collaborate with social media team to develop and execute strategy to boost product lines and ensure visibility on website and in newsletters (e.g. seasonal collections, “New at Bigelow’s” items) 
• Utilize Magento eCommerce Platform to update website, including adding and removing stock-keeping units (SKUs); updating content, images, and stock numbers to reflect inventory; editing product descriptions to ensure accuracy and brand alignment; and categorizing products to enhance user experience 
• Conduct sales analysis for online holiday sales using Excel and PowerPoint",2,True,False,"Permanent / Long-term work, Contract work / Short-term work",Full-time (at least 40 hours per week),0.0,0.0,True,False,False,True,True
90,PL,Gdańsk,,"New York City, NY","music and film production, health tech, finance",3,4,5,5,5,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,I have one UX design project in my portfolio,,,,,4,Medicine,True,2,1,I was assisting more senior doctors with patients's examination and paperwork.,2,False,True,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
91,US,Boston,Massachusetts,"New York City, NY",,0,0,0,5,5,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,2,1,2,2,,,,,,4,data analytics,True,2,2,"Designing and administering surveys for facilities and medical workers, analyzing the results and preparing reports based on this analysis using the Long-Term Care Facility Staffing Portal to meet post-acute care COVID-19 surge capacity staffing shortages anticipated by the Commonwealth of Massachusetts",2,False,True,"Paid internships, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,False,True
